task_id,dataset,repetition,reference_correct,candidate_correct,same_content,reference_finish,candidate_finish,reference_tokens,candidate_tokens,latency_ratio_reference_over_candidate,tps_ratio_candidate_over_reference,reference_record,candidate_record,reference_sha256,candidate_sha256
HumanEval/146,humaneval_plus,0,True,True,True,stop,stop,272,272,5.4377888765213855,5.437788876521385,results/baseline/primary/repeat-0/HumanEval_146.json,results/dflash15/primary/repeat-0/HumanEval_146.json,01489c66d7aa5f409593064a551b1f25288817a7f3fac942004c2cb2947a9620,693a9cb6c4d4f3f9510b5e196998a7c21380dd68eddb95d2e43bd782b408cc2f
HumanEval/147,humaneval_plus,0,True,True,True,stop,stop,652,652,5.474571897086217,5.474571897086217,results/baseline/primary/repeat-0/HumanEval_147.json,results/dflash15/primary/repeat-0/HumanEval_147.json,6b279094061ff422140f97a173ccab4a31e16297249398841381c00cd58e3e48,e5afb38045463d1502b8a646b7bd0302a6222d194c28d90de33386aa439f0e32
HumanEval/148,humaneval_plus,0,True,True,True,stop,stop,367,367,6.327338260305458,6.327338260305458,results/baseline/primary/repeat-0/HumanEval_148.json,results/dflash15/primary/repeat-0/HumanEval_148.json,48b6d112798eac679f2379cdd21b507372e760c5ceed50dd8c49c95a406bbd64,52366c106681423fe32121291ac1907ab37894cdc5545eb2df0df28d9ceef90d
HumanEval/149,humaneval_plus,0,True,True,False,stop,stop,264,266,7.563766009996468,7.621067267647956,results/baseline/primary/repeat-0/HumanEval_149.json,results/dflash15/primary/repeat-0/HumanEval_149.json,dcb5e093b15f9f2b5e1537b8f592fba6c8a6526f420d4ba8ae16aa1505f7ec38,ecd9eddf8923cf20563b31c79445bd0a69bbd6e2d25f1cf3de807b57d54d8fae
HumanEval/150,humaneval_plus,0,True,True,True,stop,stop,199,199,8.031954960199322,8.031954960199322,results/baseline/primary/repeat-0/HumanEval_150.json,results/dflash15/primary/repeat-0/HumanEval_150.json,01b8cee158fd79e8d226c3b56153f48c6f6cdfd5e2464bca3bf90275e2032028,d9b664660ae2d600c3c6ecfb3c8aee9c2b76f24727e7e44bcdbd2de6d9a0039e
HumanEval/151,humaneval_plus,0,False,False,True,stop,stop,293,293,5.6780214486149,5.6780214486149,results/baseline/primary/repeat-0/HumanEval_151.json,results/dflash15/primary/repeat-0/HumanEval_151.json,4d683f78f9907ebb1adbaba1e1a40de6593ce0e67bbb7d211e87ba6c3815231f,be6570acdc1602a78c193851c7521b179c0aa24fc9b6d0bf51bcc53cc8fbb808
HumanEval/152,humaneval_plus,0,True,True,True,stop,stop,259,259,6.81139318474902,6.81139318474902,results/baseline/primary/repeat-0/HumanEval_152.json,results/dflash15/primary/repeat-0/HumanEval_152.json,7367f1fa118fa02ed09d0e85d4b4e7372b5450e3726d742697b5f3e1aec40243,3594a5459cc7d91f29a734dab8cfd01ba4bcc1d547b0b1b98a8a80978a58783e
HumanEval/153,humaneval_plus,0,True,True,True,stop,stop,391,391,6.49297470613828,6.49297470613828,results/baseline/primary/repeat-0/HumanEval_153.json,results/dflash15/primary/repeat-0/HumanEval_153.json,8a8fc8f8589f603d0b07843602c9c72ac661ad38348a1bb11e1e6c685e418be6,267227fa37b7d5a1b30a9937f603f1f15a58cda75a5e771827f853fc5df8e15c
HumanEval/154,humaneval_plus,0,True,True,False,stop,stop,236,230,6.573028632324606,6.405917734892625,results/baseline/primary/repeat-0/HumanEval_154.json,results/dflash15/primary/repeat-0/HumanEval_154.json,0be66a9ec07d7b0dad78bc5cd57bae57dd10ea68388a504a9df8011cf2a6b225,60cca32db33d1e1987a01c4c599de6115cf4ce5c469da388e19bb5d290351f55
HumanEval/155,humaneval_plus,0,True,True,True,stop,stop,151,151,7.0029672869458315,7.002967286945832,results/baseline/primary/repeat-0/HumanEval_155.json,results/dflash15/primary/repeat-0/HumanEval_155.json,aef179558785721cfbc9d4585f8696e2418fd2ebbcd0d66551fba9bb25f70c75,933c681389d6ee10a94523855239a9d488740e8d19c5c7e2a18c79c118ddf11a
HumanEval/156,humaneval_plus,0,True,True,True,stop,stop,315,315,6.870714661950929,6.870714661950929,results/baseline/primary/repeat-0/HumanEval_156.json,results/dflash15/primary/repeat-0/HumanEval_156.json,d29e91dab29ad1832c36d32d1143d9e00e8711979b349d07a98af539ae77dad9,977d74eb21aab499245b165edf7966e07a76bcdc93c8b992839c671f91945c74
HumanEval/157,humaneval_plus,0,True,True,True,stop,stop,236,236,5.8753348417635936,5.875334841763593,results/baseline/primary/repeat-0/HumanEval_157.json,results/dflash15/primary/repeat-0/HumanEval_157.json,c4e321c89dba198f23aa5fdcacad26ecbffba1461496eb36a00f661f9b9c4375,a90a399acc7d6240eba0805723628f7a2d746c4336360570683e193e8a319693
HumanEval/158,humaneval_plus,0,True,True,True,stop,stop,226,226,6.274212758023359,6.274212758023359,results/baseline/primary/repeat-0/HumanEval_158.json,results/dflash15/primary/repeat-0/HumanEval_158.json,d9dfb786fee9271600e69c1c91f639f743b5d3948668b099366466e0d9b8e730,207c1d1deed2b3791ffb3926c07cb3acb630d6921f70d27c19ed564536da804b
HumanEval/159,humaneval_plus,0,True,True,True,stop,stop,372,372,7.648411640090518,7.648411640090519,results/baseline/primary/repeat-0/HumanEval_159.json,results/dflash15/primary/repeat-0/HumanEval_159.json,8cabd55ab2a549812621b836f94769196bc899db803bcd489907bc50e8a487cc,0f824cb3c3cd30a7ee6a23234831154973602e516dec8864e63428a18ff2d196
HumanEval/160,humaneval_plus,0,True,True,True,stop,stop,362,362,4.199689675655302,4.199689675655302,results/baseline/primary/repeat-0/HumanEval_160.json,results/dflash15/primary/repeat-0/HumanEval_160.json,b14fac0bc84972f2277ab62a5a136b182b053f3ec8df4d3aa421bc5a6c452643,01fbbbdc488bb61c6ca40a436e8524b7e0d1542a158f28668afd55ad075d616c
HumanEval/161,humaneval_plus,0,True,True,True,stop,stop,250,250,6.663320674100854,6.663320674100854,results/baseline/primary/repeat-0/HumanEval_161.json,results/dflash15/primary/repeat-0/HumanEval_161.json,ba2196fbe8137b86252b2d21bca7671a68a08785d86fe8920201782445eb6abd,afece641694989b83f22dda2cb63a6d47339b1093c010a08452243d9c0ef81e0
HumanEval/162,humaneval_plus,0,True,True,True,stop,stop,120,120,5.246771101299348,5.246771101299348,results/baseline/primary/repeat-0/HumanEval_162.json,results/dflash15/primary/repeat-0/HumanEval_162.json,a6441fe5e74eed3ac55cc5075a717bccba291db8a144cce37b5a65a3a4708fc6,5dd8102a863a3b78683cf21e742544034af0cd47325f9a297c76ed706503004d
HumanEval/163,humaneval_plus,0,False,False,True,stop,stop,170,170,7.872119924191992,7.872119924191992,results/baseline/primary/repeat-0/HumanEval_163.json,results/dflash15/primary/repeat-0/HumanEval_163.json,2516f371d901770e7065d39db05abdd65c36c60acbd78465d39978780e7154ab,ebe2ff26f8e8ec313d22e4ed1a83a39ff1c1a9dce63ce2b938394dac93a86322
MATH-500/0,math_500,0,True,True,True,stop,stop,353,353,5.182146018978912,5.182146018978912,results/baseline/primary/repeat-0/MATH-500_0.json,results/dflash15/primary/repeat-0/MATH-500_0.json,14110db2911228491eee00f161f514b892d50b1d3f48d010ba9d71322f9ebcd2,2a770011ab3e1f7d93973cb0b0275d146e2b96abf741e7db901b5915dff1b853
MATH-500/1,math_500,0,True,True,False,stop,stop,818,914,5.075174330472422,5.670793811799259,results/baseline/primary/repeat-0/MATH-500_1.json,results/dflash15/primary/repeat-0/MATH-500_1.json,312ffc4307322215ca3ddee9c6167504349de471839a02bfc0ceed68d268f55f,40d681c6810d865f5032e52a247808c5ab5ce65121dba1bafbaed2d63290b933
MATH-500/2,math_500,0,True,True,True,stop,stop,533,533,6.473839913788465,6.473839913788465,results/baseline/primary/repeat-0/MATH-500_2.json,results/dflash15/primary/repeat-0/MATH-500_2.json,ed2f64a9bae2aad7b5bcfe999695aa20ccd7050bf8b9e16a7ea8817c1219360f,e96fc08e7e72662214f4dec9641f357d86b37b8877586c5554d579f51fe9eecc
MATH-500/3,math_500,0,True,True,True,stop,stop,805,805,5.763334713515969,5.76333471351597,results/baseline/primary/repeat-0/MATH-500_3.json,results/dflash15/primary/repeat-0/MATH-500_3.json,640f48cb755cd10486348eb7d48386f66ebbbf86c79a4a023c9ced6c066c97d8,f6f283db0b698709f0f4c7443333d702fe5c18f480edc7ae6bae5ac1daa62d1a
MATH-500/4,math_500,0,True,True,False,stop,stop,693,668,4.414892305929922,4.255624906726101,results/baseline/primary/repeat-0/MATH-500_4.json,results/dflash15/primary/repeat-0/MATH-500_4.json,c1f377555351228e4e60c9589f12f3cb8d60aebc9e09c5fa5043cb38fc69035a,35560dbcba14261de9f7767adf2b1bf8b57b76d9181acf9dc33bb769014d423f
MATH-500/5,math_500,0,True,True,True,stop,stop,351,351,4.202546010836797,4.202546010836797,results/baseline/primary/repeat-0/MATH-500_5.json,results/dflash15/primary/repeat-0/MATH-500_5.json,09cdae9242f93c01d62b136aa4af2b7f71e3c79db6e8fa40be0285c83bb562af,e87ffa6734bda60b749bccdf16d5303f2e14f0413b3be1192ad188b929f4c335
MATH-500/6,math_500,0,True,True,True,stop,stop,901,901,4.400124353272699,4.400124353272699,results/baseline/primary/repeat-0/MATH-500_6.json,results/dflash15/primary/repeat-0/MATH-500_6.json,46c1e8effe460cba0e1f8b1cea6ad85493f6ea411044dc2ec1303b16b6f0bb9c,b279c988b9c4e82ab97efd7860f4dc4376fc897ab3058af0414b06b801642950
MATH-500/7,math_500,0,True,True,False,stop,stop,1025,1013,5.751760437028263,5.684422753863054,results/baseline/primary/repeat-0/MATH-500_7.json,results/dflash15/primary/repeat-0/MATH-500_7.json,24999ba7edef77318562dbeabdc3d3964189da6639b989a631bdf875dd719c2c,ed4b95f3bda9b0f4c329cf036c27de02b73cf34e83ba912af19055828c27647b
MATH-500/8,math_500,0,True,True,False,stop,stop,486,482,6.1223943682039925,6.072004291099432,results/baseline/primary/repeat-0/MATH-500_8.json,results/dflash15/primary/repeat-0/MATH-500_8.json,f53a690a78d0ac7d23e57b4b7300027fa98b91bdc866a2938b17b652d200add3,d681bcf0e70408d1321f3d0236fda35d02c856d6b27c181f964ded5e9d1320d5
MATH-500/9,math_500,0,True,True,False,stop,stop,6338,7075,3.2548809748515843,3.6333674498382704,results/baseline/primary/repeat-0/MATH-500_9.json,results/dflash15/primary/repeat-0/MATH-500_9.json,ef877041a44798a044836b95e0e1bd142b4dce0c9f02bab5595a4362d73432a6,7fa2d9dad14506e04ef3916f0c4c10b7aad3dc293ea61cc76cb7fa74fea0aa4f
MATH-500/10,math_500,0,True,True,False,stop,stop,1750,1518,4.026043765882523,3.4923053923483827,results/baseline/primary/repeat-0/MATH-500_10.json,results/dflash15/primary/repeat-0/MATH-500_10.json,2f18bf81dc29dd82e320527fd5802c49463fd28e71f7a71ac33e860967fdbec2,7ce0dc68eca4c3ad964648c5187039f94d1eeca57033ae26ae50d271fa710008
MATH-500/11,math_500,0,True,True,False,stop,stop,2849,2861,5.265897929985491,5.288077914246575,results/baseline/primary/repeat-0/MATH-500_11.json,results/dflash15/primary/repeat-0/MATH-500_11.json,c8d036b14adede71d215fc529cb2abdbd28620c5dc19ca2bd495235c942d1b80,275cd75a9d162703708d2b25fa4d1e124d4df6ec1901e85571e49885b4d56e7c
MATH-500/12,math_500,0,True,True,False,stop,stop,1256,1189,5.772554782428551,5.464623914257601,results/baseline/primary/repeat-0/MATH-500_12.json,results/dflash15/primary/repeat-0/MATH-500_12.json,d086343730aac72ae12a175b24155c6db1e1b74a2813e82b8ad686f7cb98a485,e1d3d9b1c8309cde4298f80b87fdfee05beab7b5811841b364d0755448ad4caa
MATH-500/13,math_500,0,True,True,True,stop,stop,351,351,4.776480098662171,4.776480098662171,results/baseline/primary/repeat-0/MATH-500_13.json,results/dflash15/primary/repeat-0/MATH-500_13.json,934fe871e32d2f2f001daffdacffb809ed6e5f29fce91845ade5edfdf01f6f44,a1c44d97d4b15165f84639313e097e732ebbf646d2dc63b3a35bc18d6365f840
MATH-500/14,math_500,0,True,True,False,stop,stop,791,766,5.173502567344638,5.009991108199739,results/baseline/primary/repeat-0/MATH-500_14.json,results/dflash15/primary/repeat-0/MATH-500_14.json,843bfbf8e05929e1875ef11537f7f2b5e804aa55572d2491e687f44c4a54bb2c,4f79987c3e78935596678c4ca74212bc9caeaa6812a03087094f4a61f716af88
MATH-500/15,math_500,0,True,True,False,stop,stop,1143,833,8.371028064546836,6.100670496734482,results/baseline/primary/repeat-0/MATH-500_15.json,results/dflash15/primary/repeat-0/MATH-500_15.json,85416236fb6ec18e5fceddd469dd6536aef8cd0cbfdb7cec5e4b3bf6631c860a,cb030704a3edac1458257011e692287019d5af8cd9f203e66d814f0529189636
MATH-500/16,math_500,0,True,True,False,stop,stop,567,585,4.644745998394485,4.7921982523117705,results/baseline/primary/repeat-0/MATH-500_16.json,results/dflash15/primary/repeat-0/MATH-500_16.json,2cd4fd6580b1cc1aebd327a19117d42354e2585e8416e7f2a135b74315caffba,88434218ca27e0b77661a8a7f58d16bdf72c51ef29dbd1e28b45cd90b2ee7a74
MATH-500/17,math_500,0,True,True,False,stop,stop,1910,1685,4.381749406836873,3.8655747384922154,results/baseline/primary/repeat-0/MATH-500_17.json,results/dflash15/primary/repeat-0/MATH-500_17.json,317b523503b877e2d62856e5278a7d7a3e3a01cabf64abd1f1efa74aa7af5bc0,051359823cc6cf43f95633964a89e1e6c961f1fe41d1962bbcef70490861a1f2
MATH-500/18,math_500,0,True,False,False,stop,length,8041,8192,3.062960837887698,3.120479440862582,results/baseline/primary/repeat-0/MATH-500_18.json,results/dflash15/primary/repeat-0/MATH-500_18.json,8435ec1a560e12cedd4f5e0730902ad2f1778ed747c3e4ce1709110a6e318a90,0fa58dab52d37bf3919cdecb92ec85ad3e080ba8c6a0bfbe8cd29dfc591470f8
MATH-500/19,math_500,0,True,True,False,stop,stop,1152,1200,4.560879162376538,4.750915794142226,results/baseline/primary/repeat-0/MATH-500_19.json,results/dflash15/primary/repeat-0/MATH-500_19.json,f9a780f828b8f30997d6c857063a61d0226e0454e244a76b21b995fca967b501,106f37915d41a3a3d27794e80711e6db897a3e6ea0203dcd79189b368e7fc5eb
MATH-500/20,math_500,0,True,True,True,stop,stop,201,201,4.191925263892462,4.191925263892462,results/baseline/primary/repeat-0/MATH-500_20.json,results/dflash15/primary/repeat-0/MATH-500_20.json,c260a9ec31b368b87deed416f39a7c789d6e904f66ad14f4564f3e2d7116fc43,110447c5835236529910bf04bde8d2584e17d6bd0b638fe1d64d3c8253cd0072
MATH-500/21,math_500,0,True,True,False,stop,stop,1774,1875,4.877082180719555,5.154751459328728,results/baseline/primary/repeat-0/MATH-500_21.json,results/dflash15/primary/repeat-0/MATH-500_21.json,79dfa7178ce194144c9a11194db6b7e85437e2f8147e0ee896de692e878a7ccb,57235c05393f1e4b62be7bf627a5b199aef0a83f913abfb95532cf6eb4a3ea66
MATH-500/22,math_500,0,True,True,True,stop,stop,1211,1211,5.2227923038167035,5.222792303816704,results/baseline/primary/repeat-0/MATH-500_22.json,results/dflash15/primary/repeat-0/MATH-500_22.json,0db08c02c6fa7046c56b6336b4968c12a43de498e80b6723b4e1d5895d3cdb1f,cad2146c0087de9697069539165b432d8eafc08e6f48fae1faffae5f270a9391
MATH-500/23,math_500,0,True,True,True,stop,stop,780,780,5.371531904235927,5.371531904235926,results/baseline/primary/repeat-0/MATH-500_23.json,results/dflash15/primary/repeat-0/MATH-500_23.json,95f620447a1bc012ec5acdd9a3d2b72daeef903dfb353b23bd12645bd4a3c04d,30c0836548a2ff08307ac60048b5c9960f64340aee70813564af2c55c55fd785
MATH-500/24,math_500,0,True,True,False,stop,stop,1047,1312,4.134318233953895,5.180731158498099,results/baseline/primary/repeat-0/MATH-500_24.json,results/dflash15/primary/repeat-0/MATH-500_24.json,5f504e8ddfca67c9f991b8263b07d65eb2ba085446071410cb2f5253071bd433,10633008f6bee000e89d92143e6a52eb83bae96e86f6a1e8dda554a4ce5c729b
MATH-500/25,math_500,0,True,True,True,stop,stop,1433,1433,6.455229132608707,6.455229132608706,results/baseline/primary/repeat-0/MATH-500_25.json,results/dflash15/primary/repeat-0/MATH-500_25.json,a0176b7fe3a4231e87693a506a1e9283e862acd3b04d348350e55dfcfa872b6c,205511701a734be34b4b2449e19ac8fa6dd0e3a8bee38ffff9c8ff7304f44ebe
MATH-500/26,math_500,0,True,True,False,stop,stop,2056,1985,3.9076578501837633,3.772714412750375,results/baseline/primary/repeat-0/MATH-500_26.json,results/dflash15/primary/repeat-0/MATH-500_26.json,36c51d6ecf640b6d43313d7ab603a79747dde540b088ec13d6986e1323f0cadd,7767502237b8a525b12aa5c885012e40450f5c080b63544829ce34d82f4b5187
MATH-500/27,math_500,0,True,True,True,stop,stop,441,441,5.071050555235419,5.071050555235419,results/baseline/primary/repeat-0/MATH-500_27.json,results/dflash15/primary/repeat-0/MATH-500_27.json,35d46bbf2da117ddd682c7953eb3a26ecaf0db44f07638bb25d7068d5ae3ca21,0ea4f0db792dd88f415d0c5c0dcbbb8e1d0af89525423ba6275d8eec394edeb7
MATH-500/28,math_500,0,True,True,False,stop,stop,507,524,4.24501734572026,4.387355205438691,results/baseline/primary/repeat-0/MATH-500_28.json,results/dflash15/primary/repeat-0/MATH-500_28.json,5634c22637bb12d44fb42ec271dff5b9153db082c9c0da253aed1a8c80c86ed0,a097875cc524c51e17c60ab6b3accdb3b0fa3e216bb7cbf4ce3f48c6be7ffec5
MATH-500/29,math_500,0,True,True,True,stop,stop,596,596,5.565853122660333,5.565853122660333,results/baseline/primary/repeat-0/MATH-500_29.json,results/dflash15/primary/repeat-0/MATH-500_29.json,25964f4070d71fe8632aa03ade74718ff04acec6e845d2ff86720c458c42f7b5,15448cf6f486a6964c008cefe23cbadb5e72f42db58288a400784c78863d85f4
MATH-500/30,math_500,0,True,True,False,stop,stop,503,500,3.7227825517387356,3.700579077275085,results/baseline/primary/repeat-0/MATH-500_30.json,results/dflash15/primary/repeat-0/MATH-500_30.json,39796b46e6e1a4a52db818bfabca52f16e6f3e999521e096a29de226faeb77c5,148bcd447974b10612089f61564bf6a5705f8e4579f017dc5aa1f558a552da72
MATH-500/31,math_500,0,True,True,True,stop,stop,381,381,5.261019352464135,5.261019352464135,results/baseline/primary/repeat-0/MATH-500_31.json,results/dflash15/primary/repeat-0/MATH-500_31.json,07b678c6d34ccffce32cd49700db2d5427b4625b10b15d2c2a0bc334ddf4c663,4c49dd83fb986207a2815b22905386f2cf20cec2a0c9e66628f4f52d1fbc4e13
MATH-500/32,math_500,0,True,True,False,stop,stop,590,651,3.6674146293547625,4.046588006288052,results/baseline/primary/repeat-0/MATH-500_32.json,results/dflash15/primary/repeat-0/MATH-500_32.json,c8f1ed8378ddfdd5375b1e2ad41aa36064fe5da859db4196d010d6f6c3f676b2,8d65561522013a6fff380646fa2c48a169f5d5b0518ba1f2cc12658ff0ea7571
MATH-500/33,math_500,0,True,True,False,stop,stop,1012,1010,6.273673105854733,6.2612745424044265,results/baseline/primary/repeat-0/MATH-500_33.json,results/dflash15/primary/repeat-0/MATH-500_33.json,c6887179cda95e21f93e461db646ac8711dd2c0e8ae702eecfd0737e1792fc40,45ac1642406d8a6aa0f738e934c6ae28e3d060e147d2f2b0f672d4102d59362c
MATH-500/34,math_500,0,True,True,True,stop,stop,1076,1076,7.25475940534173,7.25475940534173,results/baseline/primary/repeat-0/MATH-500_34.json,results/dflash15/primary/repeat-0/MATH-500_34.json,e42850a2a7d5844483e9b72eb524b25d69fe4d1452e48da16e09ab1a34e5e69a,963af1531cf2dfcbcc3349ca73af9c5e70d2ccec1624250ea0063cce71720b92
MATH-500/35,math_500,0,True,True,True,stop,stop,604,604,5.575727465281342,5.575727465281342,results/baseline/primary/repeat-0/MATH-500_35.json,results/dflash15/primary/repeat-0/MATH-500_35.json,bf3ed855fcedaf28a2b49a97e487396e3a70c987678566843e0d0dee53f28b0e,1e0ee5074fb2ea673519317f326e7cfc51c85a560784936521b797aaf6fba326
MATH-500/36,math_500,0,True,True,False,stop,stop,956,947,6.44696255769198,6.386269395537975,results/baseline/primary/repeat-0/MATH-500_36.json,results/dflash15/primary/repeat-0/MATH-500_36.json,1177c38454bebc2070a00012c87ff75bb337f9c42e280fc4fff9bd5a045a9de3,3af7f7aa5489b95afb6169f616076163317c026fa4717a005d29c710290bb5f8
MATH-500/37,math_500,0,True,True,False,stop,stop,357,399,2.9968729335119777,3.3494462198075046,results/baseline/primary/repeat-0/MATH-500_37.json,results/dflash15/primary/repeat-0/MATH-500_37.json,ddb16df4781591cae41332cbb13b3888d7a49f43637c3bf957f2a6a5857fc0c2,578b33268bbaf081105f987fb9b303e6c0a7a9a663605c94374bccfa0b85b952
MATH-500/38,math_500,0,True,True,False,stop,stop,361,374,4.884268333536089,5.060156112860104,results/baseline/primary/repeat-0/MATH-500_38.json,results/dflash15/primary/repeat-0/MATH-500_38.json,e8eba560edb34fe0e17488757129f4d2eeda28c71ffac5bcb1d4c8e225b39652,159ca2e732136242ad8bd08c2d0f029cbddbdaee32bd44d79b690097e0511ec4
MATH-500/39,math_500,0,True,True,True,stop,stop,901,901,6.07180081181003,6.0718008118100295,results/baseline/primary/repeat-0/MATH-500_39.json,results/dflash15/primary/repeat-0/MATH-500_39.json,793e00fe5ab671a19377cd9119e3aead7ccdba35b533985d141606af2ab01107,700ff28d0ba10b5328493d1853159b17725814036f920b99a852cd3e5b7b8ba7
MATH-500/40,math_500,0,True,True,True,stop,stop,366,366,5.541094119743116,5.541094119743116,results/baseline/primary/repeat-0/MATH-500_40.json,results/dflash15/primary/repeat-0/MATH-500_40.json,7f76c4360f92e293623895ad724d9692b39f1ff42a5faa919d3dbe7492d12eb1,d5e311f0647951d5478bebf16314351f1e3fe0466ad22397da41bc3070748e2a
MATH-500/41,math_500,0,True,True,True,stop,stop,892,892,6.19641010329889,6.19641010329889,results/baseline/primary/repeat-0/MATH-500_41.json,results/dflash15/primary/repeat-0/MATH-500_41.json,6e68fa488bfd95d2f4492b687c02f907db905193bea3b51e8bb0caf6abf887e9,e54f29d13d049d7c8344aff05bb226684d2233b6f2adb698b357bc039669589a
MATH-500/42,math_500,0,True,True,True,stop,stop,306,306,6.531935408967599,6.531935408967599,results/baseline/primary/repeat-0/MATH-500_42.json,results/dflash15/primary/repeat-0/MATH-500_42.json,7e002c1527874356acc1ce6c3814416dd49fffe0bcb87a20c01103813c293aad,34c7c5f5e1efc8d2cc53b9e2ed68abfca61bd41059fba73fc7b9c9c69a0863f3
MATH-500/43,math_500,0,False,True,False,length,stop,8192,3589,11.034741418381511,4.834434442208404,results/baseline/primary/repeat-0/MATH-500_43.json,results/dflash15/primary/repeat-0/MATH-500_43.json,eb59035c5cd2b815c4bec87a3a18a22c03831ec73bbfbe2a0234bb2a25434899,39c28a5d86d5a30783e1564f4d52e96c492e7f9077ab1fa8b5d948cf10db82ab
MATH-500/44,math_500,0,True,True,True,stop,stop,783,783,4.535367727992419,4.535367727992419,results/baseline/primary/repeat-0/MATH-500_44.json,results/dflash15/primary/repeat-0/MATH-500_44.json,1886969027a5c0b58be7f11c3680e7f6e806c2e4c590844bb4fd238d8fbb6dda,7a93f8ece4dad2e5431ff9f7959873668e60b699817489381ee666d04bd90b87
MATH-500/45,math_500,0,True,True,True,stop,stop,312,312,4.8847728268005675,4.8847728268005675,results/baseline/primary/repeat-0/MATH-500_45.json,results/dflash15/primary/repeat-0/MATH-500_45.json,3d75d3a1da73c6f6ab153715df41213191a4497c4a7bc8c42ef0e1d8e80252e1,b36f60ec5b03315e1cc4bcc7ae3a245ce4d99e47eee9cd95651a5b73c308b2cc
MATH-500/46,math_500,0,True,True,False,stop,stop,2372,2303,5.300290575496927,5.146108429751021,results/baseline/primary/repeat-0/MATH-500_46.json,results/dflash15/primary/repeat-0/MATH-500_46.json,a94accc7b8d69eda0e92bd598fe4b6724f0c73f94d58f0c55108e53129f9a120,249e1fbce24daf6389b86a64baaad407cdc5a717625ff589279372b016e321ec
MATH-500/47,math_500,0,True,True,True,stop,stop,741,741,4.947686553209158,4.9476865532091585,results/baseline/primary/repeat-0/MATH-500_47.json,results/dflash15/primary/repeat-0/MATH-500_47.json,61b2c7d4cfcff4569fc18f885758ba936fb11fd768bbe1594bc08726610a6c89,c8aea75bc2ed373c5d987f1046b6a7dfa4620975a55813b775c42c20b931d9d3
MATH-500/48,math_500,0,True,True,True,stop,stop,305,305,5.517377355367106,5.517377355367106,results/baseline/primary/repeat-0/MATH-500_48.json,results/dflash15/primary/repeat-0/MATH-500_48.json,22a5eb9e8cdd4df011e5ce568ec2fa450deeeb82f40e67a9dbb18d555c93ddb0,53a3a5f5d50572c8be2f40566b217bc7f0fea9a91031226ccb66246ecaa4fb0a
MATH-500/49,math_500,0,True,True,True,stop,stop,454,454,5.406744983867603,5.406744983867604,results/baseline/primary/repeat-0/MATH-500_49.json,results/dflash15/primary/repeat-0/MATH-500_49.json,4c1e2209f553318d150ec67b4b0d68ee3e2eeec454e87622288c23044850acdc,3e0e14b1dc758794b40900602ed81fdb9b1ab369e8442a0c47db7b7607083515
MATH-500/50,math_500,0,True,True,False,stop,stop,1152,1223,4.02436562643736,4.272395105150079,results/baseline/primary/repeat-0/MATH-500_50.json,results/dflash15/primary/repeat-0/MATH-500_50.json,c32172d68007d7cada3239c2d8f23574ad6ba8306309793d80de7c1de9e20a8e,3f7a5b26ad877641067b23e9dab96e6d35af0435f98e0242f000d449b3083178
MATH-500/51,math_500,0,True,True,False,stop,stop,1297,1205,5.681647791994447,5.278631911606252,results/baseline/primary/repeat-0/MATH-500_51.json,results/dflash15/primary/repeat-0/MATH-500_51.json,a1bf18009bd3c2b264ca291958be5c1f8993b57e63dd88df08c345ca5ef8f846,176d8f0c5cc90d762c4fedc6ca2a9a7384158be4bc8bbf7abf1cd2f6df7c3a13
MATH-500/52,math_500,0,True,True,True,stop,stop,867,867,5.959811109707978,5.959811109707978,results/baseline/primary/repeat-0/MATH-500_52.json,results/dflash15/primary/repeat-0/MATH-500_52.json,e54430d77ed7a31473a33fd172bc9f4b63faca2be421fe6448c331a9249c074b,49bfd9a12c5300aad62c4810317383d34ede38b7b92c9c22e41b40659f885483
MATH-500/53,math_500,0,True,True,True,stop,stop,491,491,4.726904747925018,4.726904747925018,results/baseline/primary/repeat-0/MATH-500_53.json,results/dflash15/primary/repeat-0/MATH-500_53.json,c24bc6af460ec019790fa4aa1996dc3f9a8f86abcd9c43c59f277e01e56d7e76,5afa3ec8c0477ea97cc8c72936e20008009e329ddb2c14e7f80541447e646ab5
MATH-500/54,math_500,0,True,True,True,stop,stop,465,465,4.142993217404837,4.142993217404838,results/baseline/primary/repeat-0/MATH-500_54.json,results/dflash15/primary/repeat-0/MATH-500_54.json,bd9dff448586348b5f5fb04260276ac5d687abf1ccf09205ef54bd31d5d0ca30,e3ef1aa559af083df469a617cab23f133af4ce7cfb1ec0766f780bb3e014cdab
MATH-500/55,math_500,0,True,True,True,stop,stop,935,935,5.3740382209115385,5.3740382209115385,results/baseline/primary/repeat-0/MATH-500_55.json,results/dflash15/primary/repeat-0/MATH-500_55.json,7f9b6fd67ec6523b807c074cfe5fe4fdb69c82320da98abfc62a6ea833bc975a,7426d35b542745c52f08330bc376f8417adf1d31cfcb444d3640d85bae7a92b8
MATH-500/56,math_500,0,True,True,True,stop,stop,599,599,5.261527315156754,5.261527315156755,results/baseline/primary/repeat-0/MATH-500_56.json,results/dflash15/primary/repeat-0/MATH-500_56.json,eb586d930a88f217ec180ff817cfff114bf38260bc9d4112fa23e3f4feb3d67b,b01340d7e58177706b19e8f4b81eca0709bea19203ab57a71e7564cb6f99c85d
